"med","lo","hi","subset"
0.02517015,0.0159650925,0.04799963,"Africa"
0.104305,0.0412293175,0.266321325,"America"
0.0292069,0.018712265,0.0886601799999999,"Asia
"
0.0458161,0.0277079275,0.0841031975,"Africa
America"
0.02390025,0.0175805425,0.0345867175,"Africa
Asia
"
0.06077555,0.032684405,0.13055925,"America
Asia
"
0.03902035,0.02640673,0.0616565,"Africa
America
Asia
"
