"Country","Region","Year","Age_min","Age_max","N_seropos","N_tot"
"Cameroon","Cameroon",2006,16,25,26,73
"Cameroon","Cameroon",2006,26,35,18,51
"Cameroon","Cameroon",2006,36,45,13,40
"Cameroon","Cameroon",2006,46,55,19,28
"Cameroon","Cameroon",2006,56,110,46,64
NA,NA,NA,NA,NA,NA,NA
