Country,Region,Year,Age_min,Age_max,N_seropos,N_tot
Singapore,Singapore,2010,18,29,3,664
Singapore,Singapore,2010,30,39,21,682
Singapore,Singapore,2010,40,49,6,730
Singapore,Singapore,2010,50,59,7,684
Singapore,Singapore,2010,60,69,2,341
Singapore,Singapore,2010,70,79,22,192
