"Country","Region","Year","Age_min","Age_max","N_seropos","N_tot"
"Djibouti","Djibouti City",2010,0,19,8,409
"Djibouti","Djibouti City",2010,20,39,13,435
"Djibouti","Djibouti City",2010,40,59,1,155
"Djibouti","Djibouti City",2010,60,110,2,36
