"Country","Region","Year","Age_min","Age_max","N_seropos","N_tot"
"Nigeria","Kainji Lake",1980,5,9,7,45
"Nigeria","Kainji Lake",1980,10,14,10,36
"Nigeria","Kainji Lake",1980,15,19,5,13
"Nigeria","Kainji Lake",1980,20,39,48,85
"Nigeria","Kainji Lake",1980,40,110,50,88
