"Country","Region","Year","Age_min","Age_max","N_seropos","N_tot"
"Senegal","Kedougou",2012,5,9,5,21
"Senegal","Kedougou",2012,10,19,8,38
"Senegal","Kedougou",2012,20,39,12,40
"Senegal","Kedougou",2012,40,59,3,7
"Senegal","Kedougou",2012,60,99,1,3
