"Country","Region","Year","Age_min","Age_max","N_seropos","N_tot"
"Ethiopia","South Omo Valley",2018,5,10,3,17
"Ethiopia","South Omo Valley",2018,11,20,27,62
"Ethiopia","South Omo Valley",2018,21,35,74,173
"Ethiopia","South Omo Valley",2018,36,55,46,86
"Ethiopia","South Omo Valley",2018,56,110,7,22
