"country","who_region","status","evidence","EverCases","recently_reported","s0","prop_eff_pop","life_expectancy","pop_size","haq_index","Pop_y1","Pop_y2","Pop_y3","Pop_y4","Pop_y5","Pop_y6","Pop_y7","Pop_y8","Pop_y9","Pop_y10","Pop_y11","Pop_y12","Pop_y13","Pop_y14","Pop_y15","Pop_y16","Pop_y17","Pop_y18","Pop_y19","Pop_y20","Pop_y21","Pop_y22","Pop_y23","Pop_y24","Pop_y25","Pop_y26","Pop_y27","Pop_y28","Pop_y29","Pop_y30","Pop_y31","Pop_y32","Pop_y33","Pop_y34","Pop_y35","Pop_y36","Pop_y37","Pop_y38","Pop_y39","Pop_y40","Pop_y41","Pop_y42","Pop_y43","Pop_y44","Pop_y45","Pop_y46","Pop_y47","Pop_y48","Pop_y49","Pop_y50","Pop_y51","Pop_y52","Pop_y53","Pop_y54","Pop_y55","Pop_y56","Pop_y57","Pop_y58","Pop_y59","Pop_y60","Pop_y61","Pop_y62","Pop_y63","Pop_y64","Pop_y65","Pop_y66","Pop_y67","Pop_y68","Pop_y69","Pop_y70","Pop_y71","Pop_y72","Pop_y73","Pop_y74","Pop_y75","Pop_y76","Pop_y77","Pop_y78","Pop_y79","Pop_y80","Pop_y81","Pop_y82","Pop_y83","Pop_y84","Pop_y85","Pop_y86","Pop_y87","Pop_y88","Pop_y89","Pop_y90","Pop_y91","Pop_y92","Pop_y93","Pop_y94","Pop_y95","Pop_y96","Pop_y97","Pop_y98","Pop_y99","Pop_y100+","Births_15","Births_16","Births_17","Births_18","Births_19","Births_20","Births_21","Births_22","Births_23","Births_24","Births_25","Births_26","Births_27","Births_28","Births_29","Births_30","Births_31","Births_32","Births_33","Births_34","Births_35","Births_36","Births_37","Births_38","Births_39","Births_40","Births_41","Births_42","Births_43","Births_44","Births_45","Births_46","Births_47","Births_48","Births_49"
"Liberia","Africa","Epidemic","Poor",TRUE,FALSE,0.705553164012053,0.707847013640586,60.948,4933903,32.2,149526.5,147331.5,145576,143994,143010,143200,143954,141615,137842,136126.5,134462.5,132743.5,130133,125943,120903.5,115917.5,111649.5,107866,103922,99634.5,95052,90351,85905,81778,77906,74556,71839.5,69607.5,67653,65905,64531.5,63383.5,62444.5,61367.5,59892,59795,59104.5,57171.5,56104.5,54864.5,53190,51338,49251.5,47187,44826,42315,40229,38201,36383.5,34832,33133,31277.5,29538,27877,26298.5,24804,23456,22204.5,21014.5,19938.5,18946,18018.5,17125,16242,15397.5,14580.5,13749.5,12918,12062.5,10715,10020,9950.5,9467.5,8859,8129.5,7349.5,6546,5752.5,5003,4296.5,3630.5,3017.5,2467,1981,1560.5,1207,916,680.5,493.5,349,239,157.5,100.5,60,33,15,5.5,2.5,1,1,0.0268415,0.047724,0.0680705,0.0853005,0.094453,0.095571,0.094843,0.093532,0.0923685,0.091386,0.0900525,0.088245,0.085951,0.083203,0.0801535,0.0769825,0.074322,0.0722585,0.0705375,0.068936,0.0667355,0.063754,0.059911,0.0551765,0.0495025,0.042991,0.0361445,0.0292555,0.023109,0.017915,0.0138155,0.0107385,0.0082235,0.006065,0.0038165
"Libya","EasternMed","NoTransmission","Good",FALSE,FALSE,0.974898785425101,0.667911729645795,72.472,6532620.5,71.1,122624,124437.5,126516.5,128576.5,130524,130272,127966.5,134204,139955,136355,134301,134096.5,133334,131764,129690,126937,123430,119978,116908.5,114433.5,112370.5,110080,107270.5,104288,101398,98597.5,96211,94655.5,94035,94057,94375,94832.5,95350,96840.5,97938,97613,99773,103498.5,105308.5,106414,105760,103736.5,102059,99710.5,96511.5,93875.5,91627,88347.5,84816,81797.5,76760,69994,65080.5,61464.5,57776,54237.5,51374.5,47171,43481.5,41263.5,37154,32527.5,29117.5,26045.5,23742,21872,21906,22504.5,22408,21454.5,19035,16690,15350,15181,14999.5,13584,12670.5,11105,9841,9653,8149,6907,6280.5,5505,4547,3732,3036.5,2435.5,1919.5,1483.5,1121.5,829.5,598,419,286,189.5,120.5,73.5,43,50.5,0.000315,0.0013725,0.002855,0.004961,0.0085175,0.013837,0.0212115,0.0304185,0.0396245,0.0483115,0.0560255,0.0626355,0.068017,0.072082,0.074564,0.075427,0.0747755,0.072802,0.07025,0.06716,0.062973,0.057726,0.052138,0.046354,0.040289,0.0339675,0.0275795,0.02131,0.015777,0.0111435,0.0075,0.0048375,0.0030225,0.0019255,0.001102
"Lithuania","Europe","NoTransmission","Good",FALSE,FALSE,1,0.0434468959568165,74.9292682926829,2792949,80.5,28049.5,28757.5,29717,30497.5,30020,29083,28921.5,29002,28917.5,28859.5,28179.5,26630,25621,25444,25359,25492.5,25470,26035.5,27271.5,29131,29983,30307.5,30882.5,31765.5,32395.5,34251.5,37524,39263.5,38795,37852.5,37070,37923.5,38587.5,37637,36697.5,36264,34837,33374,33193.5,33558,34315,34952,35630,36333,36790.5,37565,38896.5,40629.5,41459.5,40923.5,40664.5,40639.5,40766.5,40561,41216,42193,42784,44583,45174.5,44356.5,43303.5,41120.5,37993,35578,33912.5,31860,30973.5,30782,30291.5,29854.5,28250,25687,23638,23490.5,22438.5,22018.5,23353.5,23290,21994,20596.5,19657,18635.5,17318,15663,13590.5,11970.5,10760,9260,7930,6770,5658.5,4541,3416,2575,1903.5,1340.5,915.5,597.5,382,585,0.0011625,0.0029815,0.0050295,0.007148,0.0092495,0.0115575,0.0154615,0.021047,0.0276395,0.034895,0.041976,0.04852,0.0537695,0.0574605,0.0591905,0.0588695,0.05651,0.0523805,0.0476495,0.0425375,0.036849,0.030727,0.0249995,0.0198195,0.015039,0.0106945,0.0070955,0.004316,0.002375,0.00121,0.000528,0.000212,1.55e-05,1.1e-05,7.5e-06
"Luxembourg","Europe","NoTransmission","Good",FALSE,FALSE,1,0.0539183613173692,81.7414634146342,623975.5,96,6589.5,6676.5,6710,6726.5,6812,6913,6855,6742.5,6806.5,6822.5,6747.5,6703.5,6644,6571,6528,6497,6494,6656.5,7005.5,7246,7183,7539.5,8128,8499.5,8909,9301.5,9667.5,9750,9935,10088,10100.5,10095.5,10021.5,9932.5,9744,9811.5,9888,9920,9922,9770,9576.5,9597,9437.5,9264,9238,9105,9128.5,9369,9368.5,9352,9466.5,9497.5,9373,9284.5,9240,9031,8667.5,8305,7947.5,7620.5,7326,6995,6698.5,6359,6109.5,5881.5,5619,5231,5009.5,4958.5,4831,4606.5,4298.5,3856,3533,3487.5,3349,3102,2897,2897.5,2800,2561,2343,2122.5,1909,1720,1536.5,1434,1295,1101,893.5,675.5,519.5,371,267,189.5,127,97.5,65.5,79.5,7e-06,0.000414,0.0015415,0.0032375,0.005237,0.007493,0.0095295,0.011422,0.0135045,0.0160445,0.0198645,0.0250685,0.031288,0.0381215,0.044172,0.048898,0.051312,0.0513925,0.0500275,0.04739,0.04335,0.038114,0.0327185,0.0273915,0.0221055,0.0169485,0.0123395,0.0084245,0.005422,0.0033245,0.0018805,0.0009815,0.0003995,6.05e-05,1.15e-05
"Macedonia,_The_former_Yugoslav_Republic_of","Europe","NoTransmission","Poor",FALSE,FALSE,1,0.372162102496082,75.6931707317073,2090798,75.1,20936,21750.5,22471,23079.5,23365,23373,23346,23232,23590,23926,23272,22768,22540,22398.5,22803.5,24836,26671.5,26932.5,26799,26696,27147.5,27970.5,28920,29854,30484.5,30661,30480.5,30941.5,31414.5,31391,31973.5,32640,32657.5,32586.5,32902.5,33182,33222.5,33033.5,32568,32005,31352,30766,30536.5,30385,29898.5,29298,28891,28535.5,28170.5,28098.5,28281.5,28358,28409.5,28607.5,28588.5,28141.5,27702,27711.5,27935,27800,27185.5,26393,25744.5,25275,24806.5,24114,23085.5,21757.5,20613.5,19808,18854.5,17253.5,15158.5,13502,12531.5,11871.5,11230.5,10384,9415.5,8411.5,7427.5,6655.5,6057.5,5360,4511,3663,2909.5,2263.5,1737.5,1320,986,729.5,526.5,363.5,240.5,151,92,54,30.5,35,0.001913,0.0041775,0.007246,0.0109555,0.014764,0.0186055,0.0230265,0.027981,0.03307,0.038027,0.042088,0.0450225,0.0465795,0.046721,0.0455255,0.04308,0.039687,0.0355835,0.031504,0.0275605,0.0235085,0.019387,0.015606,0.0122315,0.009145,0.0063685,0.0041225,0.0024485,0.001307,0.00065,0.0002985,0.000176,0.000127,0.000107,7.4e-05
"Madagascar","Africa","Epidemic","Poor",TRUE,FALSE,0.705553164012053,0.789085177985039,65.182,27373646,29.6,832964.5,817683.5,801159,780215,760113,747454.5,737502,728932,723991.5,717361,703546.5,686588,669859,652043,633891,616973.5,601381,588160,575864.5,565242,555648.5,544301.5,531138.5,515187,496948,477329,457958.5,439707.5,422623.5,404797.5,387113.5,371036,354686,340510,328763.5,317242,307483,298691,291311,285351,278665,270980.5,262862,254876,247301.5,239832,232085.5,223402.5,212129.5,200056,189445.5,179517,170264.5,161634.5,154088.5,147459.5,141098,135075.5,129237,123469,117666.5,111766,105810.5,99927,94141,88409,82786,77365.5,72145.5,67088.5,56885,46418,41377.5,37408.5,33766.5,30432.5,27370,24549.5,21942,19520,17254,15045,12872,10815,8972.5,7359,5905.5,4605,3495.5,2594.5,1878,1324.5,913,613.5,399,251.5,152.5,88.5,49,53,0.028573,0.0478375,0.0653005,0.0788745,0.086232,0.087882,0.088647,0.089516,0.0905635,0.0916205,0.091897,0.09116,0.0891655,0.085962,0.082003,0.07753,0.073148,0.068998,0.065091,0.0613655,0.0575365,0.0535135,0.049179,0.0445005,0.0394495,0.034055,0.028469,0.02287,0.017889,0.013707,0.010485,0.008147,0.006194,0.004467,0.0027605
"Malawi","Africa","Epidemic","Poor",TRUE,FALSE,0.705553164012053,0.818245600149337,63.717,18754096,32.2,607987,594950.5,583863.5,577169.5,574477,571785.5,567291,561979.5,555937.5,548740,541030,532903,522942,509127,490890,470091,449028,428242,408881,392728.5,377758,361592.5,345704.5,331695.5,318470.5,306467.5,296737.5,286792.5,276909.5,268487,262079,253230,246088.5,243571,239696.5,235065,229732.5,222129.5,212323,200197,186705,173409,159849.5,146380,133971,123037.5,113605,105393,98405,92571.5,87619,83076.5,78699.5,74668,70993.5,67696,64266,60502,56715,53023.5,49449.5,46038,42870,39956.5,37340,35284,33539.5,31806.5,30248.5,30535,30484.5,29849.5,29390.5,27642,25591.5,23488.5,21476,19586,17826,16191,14668,13169.5,11649.5,10176,8818,7588.5,6477,5484,4601,3814,3123,2519.5,1993,1548.5,1183.5,891,668,501,374,900,0.023547,0.042568,0.062987,0.082483,0.0951965,0.1004185,0.1017255,0.1001595,0.0977955,0.095118,0.092206,0.089123,0.0860665,0.083043,0.079882,0.0765615,0.07316,0.069724,0.066383,0.0630625,0.0593095,0.05503,0.050265,0.0450295,0.039357,0.033356,0.0274715,0.021927,0.01726,0.013573,0.0107805,0.0087435,0.006932,0.005238,0.003712
"Malaysia","WesternPacific","Epidemic","Good",TRUE,TRUE,0.886407025582283,0.834129242222567,75.938,32691311.5,68.1,511783,518310.5,523213.5,528155.5,530788,525385,516394,509490,499104,491020.5,497368,512532.5,524856.5,530909.5,533262.5,534940.5,542108,552338.5,559274,564242.5,566214,565977.5,570262,582148,596226.5,603057,602560,603364,608116,613150,613759,608809.5,601874.5,595386.5,588135.5,576138,558165.5,537053.5,513797.5,489464,467766,449953.5,434590,420594,407879,397305.5,389010.5,381955,374803.5,367219.5,359771,352402.5,344600.5,335630.5,325218.5,314515,304540,295239,285537.5,274452,263107,251908.5,239719,226568.5,213477,201079.5,188859.5,176332.5,163490.5,150617.5,138437,127227,116798,106782,96856.5,87425.5,78787,70643.5,63032,56020.5,49458.5,43168,37120,31424,26212.5,21662.5,17779.5,14428,11538.5,9117.5,7214.5,5749.5,4550,3507.5,2600.5,1895.5,1397,1032.5,753,1416,0.0012885,0.003139,0.0048085,0.006178,0.007699,0.0098375,0.014491,0.021627,0.029542,0.0376225,0.0448765,0.0510105,0.055713,0.0588635,0.060238,0.059859,0.0580525,0.055103,0.0519385,0.0486065,0.0443875,0.039304,0.034178,0.029144,0.023977,0.0187465,0.013987,0.0098585,0.006529,0.0040185,0.0022455,0.0011365,0.0004485,3.95e-05,2.65e-05
"Maldives","SoutheastAsia","Epidemic","Good",TRUE,TRUE,0.867031997984379,0.383687526026152,79.875,506929,70.4,7601.5,7699.5,7789,7855,7863.5,7818,7792,7770.5,7685.5,7530,7286,6969,6625,6299.5,6063,5979,6063,6303.5,6689,7211,7809,8436.5,9103.5,9800,10488.5,11186,11883,12541,13130,13548,13774.5,13824.5,13667.5,13269.5,12627,11852.5,11009.5,10238.5,9590.5,8883,8188.5,7604,7103,6728,6404.5,6101,5828.5,5598,5422,5199,4925,4657.5,4411.5,4191,4006.5,3847.5,3691,3555,3434,3271.5,3059.5,2817,2537.5,2240,1943.5,1671.5,1475,1361.5,1281.5,1207,1130,1055,993.5,955,929.5,908,881,845.5,797.5,739.5,677.5,613,550.5,483.5,414,344.5,281,226.5,181,143,110.5,84.5,63.5,49.5,38,30,23.5,18.5,15.5,30.5,2.2e-05,7.7e-05,0.0011915,0.0054645,0.011628,0.0215265,0.02953,0.0365535,0.042347,0.0468615,0.050129,0.052231,0.053486,0.0539305,0.0534065,0.0518755,0.0493275,0.045915,0.042317,0.038614,0.03448,0.029957,0.0255545,0.021373,0.0173465,0.013506,0.0100535,0.0070645,0.0046655,0.0028665,0.0015825,0.000767,0.000299,0.0001135,4.4e-05
"Mali","Africa","Epidemic","Poor",TRUE,FALSE,0.705553164012053,0.849098375702854,58.633,20382294.5,34.9,806594.5,778764.5,752913.5,729651.5,708210,687329.5,669854.5,651873.5,631009,610101.5,588595,568093.5,549004,530598.5,510061,486501.5,463600,442042,420922,400749.5,379369.5,358753.5,341547.5,326666.5,315924.5,305643.5,294447.5,284870,274048.5,264912.5,259010.5,252202.5,245474.5,238669.5,231238,223745,216254,209089,201008.5,192085.5,182714.5,173396.5,164588.5,155900.5,147214,138690.5,130448.5,122565.5,115034.5,107876.5,101467,95376,89469.5,84082.5,79174.5,74904,71283.5,68028.5,65052,62219.5,59283,56519.5,54093,51757.5,49502.5,47268.5,44976,42574,40104.5,37073,34393,32187,29085.5,25889.5,23632.5,21727,19470,16919.5,14264,11535.5,9184,7382,5887.5,4628,3560.5,2685.5,1974.5,1402,957.5,627,391,228,122.5,57.5,23.5,8,2.5,1.5,0.5,0,0.032286,0.056308,0.0808315,0.103227,0.1183045,0.1256925,0.129316,0.1304045,0.13096,0.1314725,0.1321175,0.132769,0.1326825,0.131691,0.1297935,0.1269775,0.1231805,0.1183975,0.112665,0.1061175,0.099311,0.0923175,0.084903,0.077082,0.0691555,0.0610645,0.0522515,0.042908,0.03443,0.027159,0.0211965,0.0164815,0.012647,0.009435,0.0060705
"Malta","Europe","NoTransmission","Good",FALSE,FALSE,1,0.810178770279423,82.6536585365854,510861,89.9,4535,4716.5,4864.5,4858.5,4733.5,4620.5,4595.5,4639,4388,4433,4517.5,4263.5,4178,4181,4182.5,4305.5,4205,4226,4792,5162,5737,6348.5,7153.5,7615,7960,8827,9525.5,9815,9847.5,10087,9931.5,9513.5,9156,8995.5,8729,8647,8806,8251,7990.5,7957,7712,7536.5,7386.5,7312.5,7013,6688,6473,6325,6118.5,5733,5786.5,5642.5,5615,5663.5,5832,5895.5,6189,6200,6418.5,6360.5,6228,6259.5,6179.5,5903,5721.5,5543.5,5576.5,5395,5565,5682.5,5764.5,5762.5,5626,5301,5072.5,4428,3386.5,2659,2562,2666,2644,2534,2330.5,2128.5,1853.5,1604,1413,1228,1019.5,822.5,648.5,506.5,408.5,330,255,198.5,146,102.5,74.5,140.5,0.001262,0.002655,0.005228,0.008261,0.010677,0.012295,0.013383,0.01401,0.0150565,0.01685,0.0199425,0.0243195,0.02937,0.034695,0.0391475,0.0422785,0.0432605,0.042103,0.0396745,0.0362045,0.0318385,0.026797,0.0219085,0.017359,0.013141,0.009312,0.006136,0.0036885,0.00204,0.0011285,0.0006135,0.000373,0.0002185,0.000103,0
"Mauritania","Africa","Epidemic","Good",TRUE,TRUE,0.705553164012053,0.784849575870054,64.532,4355032.5,40.6,139364,136113.5,133008.5,130289.5,127580,124838.5,128139.5,131484.5,128284,124558.5,120725.5,116778.5,112799,108798,104733,100654,96635.5,92825,89300,86084,83191.5,80577,78127.5,75723,73278,70782.5,68247,65777.5,63499.5,61381.5,59391.5,57495.5,55641,53748.5,51802,49798.5,47768.5,45797,43939,42208.5,40620.5,39156,37775,36459,35205,34009,32861.5,31719,30557.5,29373,28163.5,26946.5,25752,24612,23538.5,22532,21578.5,20639.5,19695,18740,17773,16797.5,15825.5,14868.5,13927,13007.5,12111,11244.5,10415,9565,8827,8180.5,7496.5,6834.5,6206.5,5614.5,5052.5,4521,4017,3538,3088.5,2672,2290,1942.5,1632.5,1358.5,1121,917,742.5,595.5,473,370,283.5,211,151.5,102.5,65.5,39.5,23,29.5,0.0190175,0.029551,0.040237,0.050656,0.0614175,0.0724825,0.081822,0.089194,0.094135,0.096777,0.0981455,0.098605,0.0987265,0.0986515,0.0984215,0.097949,0.0968015,0.094899,0.092321,0.089052,0.084944,0.07998,0.0742315,0.06778,0.060912,0.053623,0.045606,0.0370665,0.0292185,0.022394,0.016839,0.0125445,0.0092245,0.006668,0.004234
"Mauritius","Africa","Epidemic","Poor",TRUE,FALSE,0.705553164012053,0.858579152883908,74.1770731707317,1284620,68.7,13165,13392,13405.5,13164.5,13368,13695,14282.5,14916,15075.5,15349.5,15947,16718,17287.5,18043,18846,19074,19247,19244,19198,19461.5,18811,18499,19219,19465.5,19853,20479,20820.5,20510,20055,19453,18571,17962.5,17556.5,17476.5,17672.5,18137.5,18845.5,19720.5,20465,20846.5,20805,20373.5,19702,18955.5,18219.5,17512.5,16884,16555,16650,16923,17229,17709,18358,18954.5,19219.5,19073,18617,17935.5,17231,16612,16011.5,15516.5,15049.5,14301,13383.5,12700.5,12257,11855.5,11306,10324,9073,7955.5,7042,6443.5,6057.5,5452.5,4678,4116,3804.5,3532,3217,2921.5,2657.5,2396,2132.5,1835.5,1510.5,1235,1049,905,757,614,488,375.5,275.5,193,131.5,90,60.5,99,0.0038725,0.0075855,0.012034,0.0168625,0.0207865,0.023657,0.0258395,0.027648,0.0297435,0.032252,0.0350695,0.038051,0.040659,0.0426685,0.043622,0.0433695,0.0417,0.038713,0.035054,0.030922,0.0265495,0.022089,0.0179785,0.014309,0.011044,0.0081805,0.005745,0.0037615,0.00231,0.0013695,0.0007715,0.0004425,0.000232,9.9e-05,9e-06
"Mexico","Americas","Epidemic","Good",TRUE,TRUE,0.664443621094232,0.539508839655807,70.133,124055785,66.3,1963026,2018795.5,2074640.5,2116331,2144861,2162813,2176643.5,2187138.5,2194042,2196227.5,2194631.5,2188946.5,2183454.5,2179874,2181321.5,2187398.5,2186578.5,2177748.5,2166609,2150423.5,2131550,2112811,2094890,2083918,2078179,2064715.5,2043056,2020180.5,1994108,1968077.5,1941303.5,1914489.5,1891739,1871243.5,1849658,1826182.5,1808010.5,1790551,1766111,1747279,1732421.5,1709841,1687914.5,1659444,1626199.5,1599680.5,1570721,1538791.5,1500942,1458814.5,1419352,1377647,1332391,1286228,1239951,1194573,1149634,1104859,1061341,1018914.5,975511,932238,892036,850160,803729.5,759971,720249.5,680189.5,638014,589893.5,545292,509383.5,474202.5,440243.5,408623,379348,351668.5,325563.5,301504.5,277977,254614,231839.5,209081,186322.5,164466.5,145320,128708,112378,95974,80408.5,66527.5,54710.5,44515,35513.5,27517,20658.5,15102.5,10704.5,7146.5,9261.5,0.010177,0.019639,0.029831,0.0394995,0.045498,0.0476505,0.0491315,0.0504715,0.0520355,0.0536815,0.0544555,0.0541355,0.0526955,0.050168,0.046713,0.0425265,0.038306,0.0342825,0.0307795,0.027753,0.024687,0.021512,0.0184355,0.0154535,0.0123405,0.009161,0.006434,0.004267,0.002621,0.0014795,0.0008075,0.000527,0.000332,0.0001615,5.55e-05
"Moldova","Europe","NoTransmission","Poor",FALSE,FALSE,1,0.385055054630894,70.166,3045870,67.4,40509,41945.5,44049.5,45831.5,45965,44246.5,41517,39684.5,38765.5,38487,38009.5,37040,35989.5,35134.5,34398,33515,32683.5,32327,32457,32853,33478.5,34723.5,36794.5,39298,42118.5,45100,46954.5,47361.5,48387.5,50574.5,52789.5,54574.5,55668,55016,52852.5,50694.5,47965.5,45223,43859,43115.5,41838.5,40703,40395.5,40242.5,39587,38738.5,38117.5,37098,35722.5,34810.5,34730.5,35158,35448.5,35479.5,36176,38264.5,40556.5,42529.5,44420.5,45441.5,44796.5,42792.5,40489.5,38385,36993.5,35371.5,33754,33659,33864,33037.5,28961.5,20409.5,14426,11547.5,10242,11475,12929.5,13677,11988,10119,9294,8478,7592,6520.5,5415.5,4379,3670.5,3186.5,2688,2142.5,1649,1287.5,982.5,718.5,516.5,364.5,250.5,164.5,101.5,135,0.0021945,0.0053215,0.0114845,0.020491,0.0301235,0.0393515,0.046352,0.050848,0.053643,0.0549675,0.055034,0.0540245,0.052523,0.0506325,0.048214,0.0452495,0.041805,0.0380075,0.034356,0.0308715,0.027146,0.023172,0.019323,0.0156635,0.0121035,0.008711,0.0058725,0.003669,0.002067,0.0010265,0.0004055,0.00013,1.6e-05,2.5e-06,5e-06
"Mongolia","WesternPacific","NoTransmission","Good",FALSE,FALSE,0.886407025582283,0.0160079242235872,72.141,3219870.5,53.4,76870.5,78061,78974.5,80649,81750,80853.5,77755.5,73267,69178.5,66915.5,64472.5,59034,51966.5,46629.5,44173.5,43519.5,43746,44637.5,45917.5,46649,46341,45697.5,46374.5,48146,49149.5,47454,49741,56376,59987,62077,61681.5,59133,57915,56662.5,54229.5,51029.5,48680,47802,46960.5,45969.5,45385.5,44421.5,43038,42324,41844,41026,39527,37471,36279,35479.5,34542.5,33607.5,32446,30956,30673.5,30746.5,29499,26763,25434,24792,22239,20022,18258.5,16320.5,14115.5,12547,11475,9697,9286,8679.5,7195.5,6813.5,6229.5,5745.5,5356.5,4977,5021,4779.5,4653.5,3978.5,2991.5,2758.5,2386,2066,1781,1581,1459,1161.5,957.5,791.5,552,383,259,178.5,134.5,110.5,88.5,66.5,45,47,0.0001955,0.0021255,0.0091585,0.0209995,0.035633,0.051616,0.065279,0.0755685,0.0820905,0.084919,0.0847695,0.082283,0.0795655,0.0770085,0.074223,0.071158,0.067972,0.06486,0.0625235,0.060667,0.05729,0.0521665,0.046305,0.039868,0.0325725,0.024691,0.0177095,0.0119675,0.0074745,0.004205,0.002036,0.000844,7.55e-05,5.4e-05,3.65e-05
"Montenegro","Europe","NoTransmission","Poor",FALSE,FALSE,1,0.457755383995389,75.9317073170732,621814.5,81,7411,7526.5,7655,7639.5,7630,7667,7633,7506.5,7708,8076,8076,7902.5,7553.5,7308.5,7375.5,7619,7937,8098.5,8063.5,7909.5,7922.5,8080.5,8199.5,8444,8449.5,8279,8420.5,8382.5,8122,8064,8197,8573.5,8803,8877,9024.5,9191,9311.5,9122,8968.5,8910.5,8862.5,8790,8592.5,8423,8314,8250,8135,8069,7952,7847.5,7797.5,7835.5,7985.5,8087.5,8100,8153.5,8278,8269.5,8161.5,8093.5,8149,8059.5,7829,7706.5,7714.5,7511,7126.5,6640,6430,6321.5,5636.5,5037.5,4579.5,3647.5,3156.5,3288.5,3301.5,3309,3383,3356.5,3141,2804.5,2434.5,2108.5,1822,1550,1303.5,1106,937.5,774.5,608.5,449,304.5,199,133.5,93.5,68,49,35.5,72.5,0.0003475,0.00167,0.0039055,0.007471,0.0118345,0.0168285,0.022149,0.0277225,0.03352,0.0394635,0.045231,0.050614,0.05501,0.058182,0.059689,0.059384,0.0570595,0.0529065,0.0479655,0.042499,0.036624,0.030522,0.0248775,0.019835,0.015342,0.011397,0.0080435,0.005315,0.003315,0.00201,0.0011475,0.000637,0.0003365,0.0001905,1e-04
"Morocco","EasternMed","NoTransmission","Poor",FALSE,FALSE,0.705553164012053,0.613349059679276,73.92,36584153,57.6,668283.5,676148,677974.5,685185,694279,697605,698519.5,693912.5,684663.5,672487.5,659185.5,645953,636256,626405.5,616888.5,608643.5,602214,600361.5,598705.5,591996,588833,589366,584204.5,579080,580720,585692.5,591154,594321.5,592746.5,585765,578570.5,578931.5,581668.5,578163.5,570567.5,562647.5,555619.5,547525,535508.5,521881.5,509635.5,500153,491047,479601.5,466865,455224,445745,435300.5,422235,409369.5,398736.5,391646.5,385924.5,376838.5,365719.5,356822,351585,344793.5,332244.5,319043.5,308463,299387.5,289399,276168.5,260969.5,244747,229897.5,214148.5,195344.5,176012.5,157755,143122.5,131465.5,118884,106022,95362,87726,79534.5,68618.5,58539,51515,45439,38510,31813,26501,22057.5,17960,14267,11031.5,8265,6041,4287,2909.5,1894.5,1199.5,739.5,440.5,254.5,142.5,155.5,0.0027105,0.005889,0.011365,0.0190495,0.0275425,0.0360895,0.0428855,0.047743,0.051436,0.054249,0.056648,0.0586805,0.060089,0.060812,0.060829,0.0600975,0.0584515,0.055849,0.052269,0.047932,0.0438285,0.0401355,0.036645,0.0333565,0.030473,0.027808,0.0243365,0.0200115,0.015652,0.0115265,0.008,0.0051895,0.003245,0.0020925,0.0012515
"Mozambique","Africa","Endemic","Good",TRUE,TRUE,0.705553164012053,0.842710398017369,61.172,30083357,30,1055185.5,1026694.5,998464.5,971286.5,946985.5,933760.5,921302.5,900076.5,878374.5,851855,819728,784528.5,755929.5,736804.5,718979,702240,682946,661828,642467,622549,601859.5,581303.5,558474.5,535690,516911.5,499289.5,481342.5,464124.5,448149.5,432266.5,415539,398810.5,382589.5,365357,348037.5,331199,315303,302101.5,291974.5,280805.5,269625,262188.5,256373,249499,240790.5,231357.5,221364.5,211097,200217,188418.5,176260,164688.5,154383.5,145439,137793,131578,126374,121470.5,116975,111874.5,105936.5,100491.5,95316,90059.5,84702,79120.5,73390.5,67491,61530.5,56796,52612,46770.5,40823.5,36417.5,32799,29375,25988,22620,19347,16305,13628.5,11314.5,9307.5,7328.5,5612,4408,3478.5,2704.5,2053.5,1507,1070.5,746,509,341,222.5,141.5,88.5,53.5,32,38.5,0.0388945,0.067319,0.09242,0.110548,0.1164865,0.111071,0.1043425,0.098542,0.0953055,0.0946875,0.0953615,0.096586,0.096414,0.0945415,0.0915685,0.087788,0.08389,0.0799095,0.075308,0.070235,0.065887,0.062336,0.058705,0.0548455,0.0509775,0.0469235,0.0416835,0.0353195,0.029104,0.023407,0.018581,0.014639,0.0112825,0.0083285,0.005271
"Myanmar","SoutheastAsia","Epidemic","Good",TRUE,TRUE,0.867031997984379,0.84006531337093,66.797,52519518,41.6,901734.5,901902.5,902225,898018.5,889031.5,882527,880505.5,882342.5,886568.5,891819.5,894945,898348.5,902370.5,905819.5,914050.5,925139,935860,931182.5,912739,899927.5,895433,894258,894066.5,891527,888644,887784.5,883841.5,876904,868603,858126.5,844001.5,837738,843204.5,849604.5,854469,848949,830156,807657.5,789847.5,777105.5,762651,746823.5,732259.5,717305.5,702755,690801.5,678765.5,664761,649715,633765,618273,602415,584764.5,566431.5,546483,525127.5,504683.5,484318.5,464368,445512,426905.5,408057,388175,367409,346669,325426,303523,281649,260422,240400,210314,181680.5,165859,151214,136346.5,122228,109128,97128,86173.5,76031.5,66597,57626,48996,40960,33791.5,27475,21812,16819.5,12590,9163.5,6479.5,4419,2893,1820.5,1099.5,632,341,169,79.5,59,0.004275,0.008509,0.014888,0.0231735,0.0318645,0.0403725,0.0476615,0.0534555,0.057666,0.060258,0.0611775,0.06056,0.059053,0.0568485,0.0541415,0.0510485,0.0478895,0.0447995,0.0420525,0.039579,0.036801,0.0336325,0.030273,0.026755,0.023023,0.019129,0.01536,0.011838,0.008816,0.006357,0.0044835,0.0031655,0.0022445,0.001624,0.001039
